"","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
"3013",1,0.314418842,46,0,0.529391484,5800,9,0,1,0,0
"3020",1,0.705428893,55,1,0.640697488,6250,10,0,3,0,0
"3022",1,0.476652335,35,0,0.381197257,7583,6,0,1,0,1
"3023",1,0.336342224,60,0,0.267715259,18500,14,0,2,0,1
"3025",1,0.021685406,52,0,0.140253075,11300,10,0,1,0,2
"3028",1,0.175085679,60,0,0.481072931,12600,8,0,1,0,0
"3041",1,0.14060824,57,0,2665,5400,8,0,2,0,0
"3042",1,0.140520182,60,0,0.337093053,3900,19,0,1,0,1
"3045",1,0.04104915,34,0,0.277816984,4250,16,0,2,0,0
"3057",1,0.006824399,39,0,0.136590888,10600,6,0,1,0,2
"3058",1,0.090691977,64,0,0.080373298,10500,12,0,0,0,0
"3060",1,0.006456988,40,2,0.423515297,5000,5,0,2,1,0
"3063",1,0.733247185,65,1,0.308191545,5700,6,0,1,0,0
"3066",1,0.014888109,49,1,0.407718456,5000,14,0,1,0,0
"3067",1,0.043701799,26,0,0.001850995,2160,3,0,0,0,0
"3068",1,0.476174608,24,0,0.029411765,1427,2,0,0,0,0
"3073",1,0.644635132,51,0,0.329279827,7400,11,0,2,0,1
"3074",1,0.070136824,56,0,0.661785413,3550,11,0,1,0,1
"3077",1,0.432608917,63,0,2691,5400,4,0,2,1,0
"3078",1,0.9999999,41,0,0.223476298,3100,3,0,0,0,1
"3079",1,0.9999999,62,0,0,3453,0,0,0,0,0
"3081",1,0.695774971,50,0,0.625855072,8624,16,0,1,0,2
"3082",1,0.836800849,57,1,0.380374232,7000,7,0,1,0,1
"3084",1,0.755440452,55,0,0.849660136,2500,12,0,0,0,1
"3085",1,0.056148596,64,1,2692,5400,8,0,1,0,0
"3091",1,0.026665668,43,0,4895,5400,7,0,3,0,0
"3094",1,0.317815618,57,0,0.239448669,10519,15,0,0,0,0
"3095",1,0.9999999,32,0,0.093176074,5934,6,0,0,0,1
"3098",0,0.976804639,48,1,0.231628454,1700,2,3,0,0,0
"3100",1,0.507790862,44,2,0.149314178,60000,9,0,3,0,0
"3101",1,0.176852893,30,0,0.500333111,1500,4,0,1,0,0
"3104",1,0.290056815,57,0,0.489111032,2800,11,0,1,0,0
"3111",1,0.039711002,49,0,0.004582951,12000,5,0,0,0,0
"3112",1,0.070233642,48,0,0.309034721,5500,4,0,1,0,2
"3113",1,0.835609074,31,0,0.262453046,6122,11,0,1,0,1
"3118",1,0.694364058,34,1,0.731553689,3333,7,0,1,0,0
"3122",1,0.561879855,32,0,0.290236588,3000,8,0,0,0,2
"3123",1,0.035568888,53,0,0.305772812,2684,6,0,1,0,0
"3127",1,0.382857918,46,0,0.269569793,7600,9,0,1,0,3
"3128",1,0.44123761,63,0,0.28274869,25000,11,0,2,0,0
"3133",1,0.712952079,58,1,0.472414646,8083,14,0,1,0,2
"3135",1,0.017659711,56,0,0.012820513,4445,6,0,0,0,2
"3137",1,0.227070378,58,0,0.422001442,12480,12,0,3,0,3
"3139",1,0.086377971,51,0,0.219463423,6000,5,0,2,0,3
"3143",1,0.022529693,41,0,2936,5400,4,0,2,0,3
"3144",0,0.322643631,44,2,0.057744028,6320,7,0,0,0,1
"3148",1,0.256313203,44,0,0.730244184,5200,14,0,3,0,1
"3150",1,0.670665867,34,0,0.169735855,12000,3,0,2,0,0
"3151",1,0.154025568,49,0,0.24361451,4658,20,0,2,0,0
"3155",1,0.118936908,37,0,0.038278826,36416,12,0,0,0,1
"3156",1,0.435445166,58,0,0.945970979,3238,16,0,1,0,1
"3160",1,0.153526403,29,0,0.223371251,2900,16,0,0,0,0
"3167",1,0.008227578,49,1,0.434946958,8200,11,0,3,0,2
"3170",1,0.026335678,41,0,629,0,6,0,0,0,0
"3174",1,0.821921722,33,0,0.715953307,2569,5,0,1,0,4
"3175",1,0.417982214,45,0,2332,5400,4,0,1,0,0
"3177",1,0.254066137,55,0,0.571995634,10076,11,0,2,0,1
"3178",1,0.074577306,34,0,0.628124142,3640,8,0,2,0,0
"3181",1,0.003291313,64,0,0.350267048,8050,23,0,2,0,0
"3184",1,0.16730168,52,0,0.613483685,4167,18,0,1,0,0
"3185",1,0.704804221,47,0,0.396466279,4640,12,0,0,0,3
"3186",1,0.558882321,49,0,0.487111699,9077,18,0,1,0,3
"3187",1,0.454230942,59,0,0.472206573,10649,9,0,3,0,1
"3191",1,0.551286919,41,0,1.124334682,4696,19,0,2,0,1
"3192",1,0.239929783,62,0,0.230356271,2048,6,0,0,0,0
"3194",1,0.626521571,56,1,0.310956522,5749,10,0,1,0,0
"3199",1,0.0045665,58,0,0.014030612,1567,5,0,0,0,0
"3201",1,0.095245924,41,0,1908,5400,14,0,1,0,0
"3202",1,0.540695046,39,0,0.672433036,3583,8,0,0,0,1
"3203",1,0.420579645,37,3,0.368717504,4615,6,0,2,0,2
"3204",0,0.069442399,59,0,0.139317854,9000,7,1,1,0,0
"3205",1,0.089813303,61,0,664,5400,9,0,1,0,0
"3206",1,0.048434473,58,0,0.41347485,4333,4,0,1,0,0
"3207",1,0.171358253,27,0,2.136212625,300,9,0,0,0,0
"3209",1,0.074033375,51,0,0.175490322,7800,9,0,1,0,3
"3213",1,0.012562716,61,0,0.285802252,11367,9,0,1,0,0
"3216",1,0.112978121,45,0,0.127382656,21666,11,0,1,0,3
"3217",1,0.9999999,44,0,0.370377655,5083,3,0,1,0,3
"3218",1,0.803371032,41,0,0.502499039,2600,5,0,0,0,0
"3220",1,0.044395191,58,0,0.089454739,7500,13,0,1,0,1
"3221",1,0.664408023,49,0,2237,5400,7,0,1,0,2
"3224",1,0.001007384,64,0,0.106654301,12938,8,0,1,0,0
"3234",0,0.890479154,34,2,0.221777859,5500,5,0,0,0,4
"3237",1,0.349776947,63,0,0.668812171,3417,8,0,1,0,0
"3238",1,0.769780063,55,3,0.0527,9999,7,0,0,0,0
"3243",1,0.055840605,41,0,0.008436445,5333,9,0,0,0,0
"3248",1,0.004371346,48,0,0.286240463,7601,7,0,2,0,1
"3249",1,0.568320818,57,0,0.79273348,4100,7,0,3,0,0
"3253",1,0.040117255,45,1,0.095159697,3036,7,0,0,0,3
"3262",1,0.2656301,50,0,1528,5400,7,0,1,0,1
"3263",1,0.031917964,60,0,2490,5400,14,0,2,0,1
"3264",1,0.661451543,26,0,0.05956059,5825,6,0,0,0,4
"3265",1,0.124111803,53,0,0.305608581,11000,8,0,2,0,3
"3267",1,0.337664104,37,0,0.292239249,10114,7,0,1,0,1
"3268",1,0.038416346,35,0,0.766420085,4460,12,0,2,0,0
"3274",1,0.204676135,62,1,0.841974432,2815,17,0,2,0,0
"3284",0,0.207487113,35,0,0.941112323,2750,11,0,2,0,1
"3285",1,0.508191332,52,0,0.666894946,7300,12,0,1,0,0
"3286",1,0.433934821,31,1,0.490823137,7191,11,0,2,0,1
"3287",1,0.990854131,53,0,0.442190227,4583,7,0,1,0,1
"3289",1,0.704911886,60,1,718,5400,5,2,0,1,0
"3290",1,0.067098208,34,0,0.280672862,8500,7,0,2,0,2
"3297",1,0.9999999,32,0,0.112087246,3300,1,1,0,0,2
"3298",1,0.015684112,58,0,0.00762121,12333,3,0,0,0,1
"3301",1,0.143780977,46,0,0.083691284,7216,14,0,0,0,2
"3304",1,0.012527934,40,0,1627,5400,17,0,2,0,5
"3308",1,0.244123144,39,0,0.377927082,10120,13,0,2,0,0
"3315",1,0.002384022,61,0,0.398697292,2916,11,0,1,0,0
"3318",1,0.011995202,25,0,0,841,1,0,0,0,0
"3321",1,0.149496514,37,0,0.771021144,6100,4,0,2,0,0
"3326",1,0.242932118,56,0,0.360519926,7000,10,0,2,0,3
"3328",1,0.007186319,50,0,975,5400,10,0,1,0,0
"3331",1,0.794311717,62,0,0.507859551,26400,26,0,6,0,2
"3332",1,0.175282472,38,0,635,5400,3,0,0,0,0
"3338",1,0.503970199,41,0,0.761094545,5700,17,0,2,0,1
"3349",1,0.446007919,39,0,0.343585629,11216,12,0,1,0,4
"3350",1,0.001291426,38,0,0.40223616,7333,13,0,1,0,0
"3352",1,0.092390761,48,0,0.216531497,9000,4,0,1,0,0
"3353",1,0.030837715,36,0,0.047850307,7000,4,0,0,0,0
"3357",1,0.290716381,37,0,0.458628842,4229,12,0,2,0,2
"3358",1,0.596990371,48,1,0.859364586,4500,11,0,2,0,2
"3359",1,0.789690034,29,0,0.299126899,8360,10,0,2,0,0
"3363",1,0.838688175,52,0,0.108778244,5000,1,1,0,0,1
"3368",0,0.9999999,32,0,0.445299145,1169,1,0,0,1,0
"3370",1,0.390557767,62,0,0.180959013,10051,4,0,1,0,2
"3373",1,0.934520717,58,1,1.241460542,14432,17,0,3,0,2
"3374",1,0.282367086,37,0,3154,5400,8,0,1,0,0
"3375",1,0.9999999,24,0,0.127253814,2883,2,0,0,0,0
"3376",1,0.9999999,45,1,0.4826424,2966,5,0,1,0,0
"3378",1,0.014811041,39,0,0.083177819,3750,10,0,0,0,1
"3380",1,0.894407208,38,0,0.316166761,5300,7,0,0,0,2
"3383",1,0.63829956,50,0,0.664180315,6166,17,0,2,0,1
"3386",1,0.005540208,65,0,544,5400,12,0,0,0,0
"3389",1,0.519288692,53,0,0.431933549,8667,8,0,2,0,1
"3399",1,0.283838876,37,0,0.51870894,3500,10,0,2,0,0
"3400",1,0.468638284,57,1,0.607257829,6833,8,0,1,0,0
"3409",1,0.001675585,49,0,0.588210789,4800,12,0,2,0,0
"3411",1,0.005210914,61,0,2503,5400,18,0,1,0,0
"3412",1,0.094187313,48,0,0.053893946,6920,5,0,0,0,3
"3413",1,0.211236312,49,0,0.585071995,3402,6,0,1,0,2
"3416",1,0.36004822,44,1,0.495056105,9000,17,0,1,0,2
"3421",1,0.287373563,59,0,0.662263477,2800,6,0,1,0,0
"3425",1,0.560331216,32,0,0.367631743,4800,13,0,0,0,0
"3427",1,0.080299304,41,0,0.69421358,6376,10,0,2,0,2
"3430",1,0.9999999,42,0,0.577446014,3750,6,0,1,1,0
"3433",1,0.29679185,41,0,0.516183698,5900,12,0,1,0,0
"3434",1,0.091490894,65,0,2527,5400,8,0,1,0,0
"3444",1,0.363658808,60,1,1512,5400,8,0,1,0,0
"3446",1,0.276317455,55,0,0.371958671,9000,13,1,1,0,0
"3447",1,0.064461984,56,0,0.258061325,10109,6,0,2,0,0
"3451",1,0.153820893,30,0,0.109485491,4100,6,0,0,0,3
"3453",1,0.241573106,52,0,1974,5400,9,0,1,0,0
"3454",1,0.017185714,50,0,0.053409423,6833,11,0,0,0,4
"3462",1,0.32282304,43,0,0.562783258,3750,10,0,1,0,1
"3464",1,0.9999999,41,0,0.220283019,10599,1,0,1,0,2
"3471",1,0.100641139,32,0,0.008331945,6000,2,0,0,0,0
"3473",1,0.131213901,34,0,0.228902522,7334,9,0,2,0,0
"3479",1,0.034658788,49,0,0.277264522,9416,13,0,1,0,0
"3486",1,0.137233414,44,0,0.580053496,2616,11,0,1,0,0
"3490",1,0.9999999,63,1,0.00759631,1842,1,1,0,0,1
"3498",0,0.565974846,61,0,0.682341416,8165,10,1,3,0,1
"3499",1,0.02105184,58,0,724,5400,4,0,1,0,0
"3500",0,0.75128109,38,3,0.701099633,3000,7,1,1,1,2
"3504",1,0.031775635,43,0,0.314567029,3960,9,0,2,0,1
"3507",1,0.9999999,45,0,2.264779351,1200,3,0,2,0,2
"3509",1,0.9999999,23,0,0,847,1,0,0,0,0
"3512",1,0.289371347,38,0,0.612096976,4000,7,0,2,0,2
"3516",1,0.051479906,48,0,0.356625735,25000,16,0,4,0,2
"3517",1,0.751469829,38,0,0.709842257,4500,5,0,1,0,2
"3518",1,0.696224732,49,0,0.735852829,5000,13,0,1,0,0
"3519",1,0.048462333,63,0,0.561892131,4523,6,0,2,0,1
"3531",0,0.962993506,42,0,0.425616322,3528,7,0,0,0,2
"3532",1,0.011226239,59,0,0.29631224,6968,8,0,1,0,0
"3533",1,0.9999999,48,1,0.003845168,3900,0,1,0,1,2
"3546",1,0.296525124,64,0,0.585913127,8333,6,0,2,0,1
"3547",1,0.068771556,57,0,309,5400,12,0,1,0,2
"3548",0,0.897489686,28,0,0.776111944,2000,8,0,0,0,0
"3551",1,0.9999999,38,0,0.335416146,4000,2,0,0,0,1
"3552",1,0.487349163,41,0,0.277352018,13700,14,0,2,0,1
"3553",1,0.442455952,48,0,1.289990645,5344,20,0,4,0,0
"3557",1,0.80620801,48,0,0.294032375,8277,9,0,2,0,2
"3565",1,0.061288243,42,0,1114.5,1,6,0,1,0,2
"3568",1,0.206289523,38,0,0.295269168,5516,12,0,0,0,1
"3571",1,0.328830046,37,0,0.005999,6000,5,0,0,0,0
"3573",1,0.073437039,54,0,1.368895567,1330,5,0,1,0,2
"3575",0,0.291306359,42,0,0.518296341,1666,9,0,1,0,0
"3579",0,0.952629292,65,1,1.086778737,2200,4,0,1,1,1
"3580",1,0.676835727,53,0,4809,5400,12,0,2,0,0
"3587",1,0.94598322,56,0,0.656155104,4280,3,0,1,0,0
"3588",1,0.379041397,49,2,0.10078534,4583,4,0,1,0,2
"3593",1,0.331633367,57,0,0.526667362,9580,9,0,1,0,3
"3602",1,0.105212225,57,0,2270,5400,5,0,1,0,0
"3613",1,0.9999999,29,1,0.172447968,4035,6,0,0,3,1
"3615",1,0.000299985,50,0,0.270039622,6561,5,0,2,0,1
"3616",1,0.144650778,45,1,0.504148054,4700,12,0,1,0,2
"3618",1,0.000978155,42,0,0,7500,3,0,0,0,2
"3622",1,0.183352015,29,0,0.240610178,7800,5,0,1,0,0
"3623",1,0.070635079,62,0,0.384717903,2250,7,0,0,0,0
"3625",1,0.9999999,39,0,0.01975417,6833,0,0,0,0,1
"3627",1,0.805255981,47,0,0.528643689,8500,8,0,2,0,2
"3629",1,0.017302341,65,0,140,5400,3,0,0,0,0
"3631",1,0.112790053,53,1,0.636947665,12763,12,0,5,0,2
"3633",1,0.438202247,29,0,0.116838488,3200,5,3,0,0,3
"3635",1,0.397703956,47,0,0.349331773,10250,9,0,1,0,2
"3638",1,0.094401703,55,0,0.387329476,14000,11,0,3,0,3
"3639",1,0.710767705,52,0,0.407423208,4687,8,0,1,0,0
"3640",1,0.9999999,35,0,0.259510401,8700,4,0,2,0,0
"3642",1,0.024125691,57,0,0.004273973,9124,5,0,0,0,1
"3649",1,0.298745026,27,0,0.90736342,420,6,0,0,0,0
"3650",1,0.269328468,45,0,1177,5400,9,0,1,0,2
"3655",1,0.182717609,33,0,0.300062217,11250,4,0,1,0,0
"3656",1,0.115588547,42,0,0.340585506,6250,6,0,2,0,0
"3660",1,0.307038476,60,0,0.196380896,13483,5,0,2,0,2
"3663",1,0.048493613,64,0,0.249001874,12272,8,0,2,0,0
"3667",1,0.062293771,35,0,1130,5400,4,0,1,0,0
"3670",1,0.007026869,59,0,0.30071599,9636,5,0,2,0,2
"3680",1,0.004185134,61,0,0.00166113,6019,6,0,0,0,0
"3684",1,0.019680505,42,0,2199,5400,10,0,1,0,1
"3686",1,0.418104593,34,0,0.072824951,6700,5,0,0,0,0
"3689",1,0.005082996,60,0,0.062120292,13167,26,0,1,0,2
"3690",1,0.014873899,60,0,0.312127464,8723,14,0,2,0,0
"3691",1,0.917344354,30,1,0.235546039,1400,6,0,0,0,0
"3692",1,0.030827691,37,0,0.49410118,5000,7,0,1,0,3
"3693",1,0.049009915,62,0,0.108518864,7500,5,0,1,0,1
"3695",1,0.396705676,40,1,3071,5400,7,0,2,0,0
"3701",1,0.204439778,62,0,0.301385516,7000,4,0,2,0,0
"3703",1,0.333656526,53,1,0.152735151,5538,9,0,0,0,1
"3705",1,0.9999999,37,0,1439,5400,1,0,1,0,0
"3706",1,0.948293101,42,4,0.502767363,5600,7,3,1,2,2
"3707",1,0.419515124,50,0,0.637045369,8000,11,0,2,0,0
"3709",1,0.041337722,42,0,0.234887737,11000,13,0,2,0,2
"3714",1,0.116990284,62,0,0.222879684,1520,5,0,0,0,1
"3717",1,0.382841216,52,0,0.660442028,8460,23,0,2,0,1
"3720",1,0.402112561,54,0,1.116801999,3201,9,1,2,0,0
"3721",1,0.663491064,40,0,0.270820632,8200,9,0,1,0,2
"3724",1,0.031529004,54,0,0.23650546,3204,7,0,2,0,0
"3725",1,0.031229329,62,0,1067,5400,17,0,1,0,0
"3728",1,0.309810172,28,0,303,0,4,0,0,0,0
"3732",1,0.008318357,48,0,1478,5400,15,0,1,0,0
"3733",1,0.497515119,52,0,0.445095673,5800,7,0,2,0,0
"3738",1,0.804246809,49,1,0.48659306,6339,7,0,1,0,0
"3741",0,0.698161883,53,0,0.295252474,5960,3,1,1,2,3
"3744",0,0.840035548,44,1,0.661267746,5000,6,0,2,0,1
"3747",1,0.922426379,59,0,0.371516622,15250,10,0,1,0,1
"3750",1,0.605333093,64,3,0.01928846,45000,11,1,1,0,0
"3753",1,0.101234523,41,0,0.397365317,5085,10,0,1,0,0
"3756",1,0.9999999,38,1,0.004934948,2228,1,0,0,0,2
"3757",1,0.05629659,50,0,0.117674392,17216,11,0,1,0,1
"3758",1,0.448850383,35,1,2331,5400,7,0,2,0,0
"3759",1,0.98890771,49,0,0.540074557,4291,4,0,0,0,1
"3761",1,0.119853803,40,0,0.842931937,2100,5,0,1,0,2
"3764",1,0.424011124,53,0,0.230346207,8000,11,0,1,0,0
"3769",1,0.005679821,59,0,1000,5400,7,0,1,0,0
"3772",1,0.880201277,50,0,0.538402848,3931,10,0,0,0,1
"3773",1,0.13391297,49,0,0.08536434,24166,8,0,1,0,2
"3774",1,0.07828062,58,0,0.171199733,17978,13,0,1,0,0
"3776",1,0.201053135,38,0,0.311868813,10000,5,0,1,0,1
"3779",1,0.202243283,62,0,1499,5400,6,0,2,0,0
"3782",1,0.280765698,64,0,0.299911269,2253,9,0,0,0,2
"3789",1,0.130930754,42,0,0.112808904,5300,8,0,0,0,1
"3793",1,0.365953573,49,1,0.286734653,25200,21,0,4,0,3
"3798",1,0.358856018,60,0,3800,5400,13,0,2,0,0
"3801",1,0.396698851,30,0,1.548117155,2150,15,0,2,0,0
"3802",1,0.658613797,42,0,0.6248,4999,14,0,0,0,0
"3804",1,0.568059043,50,0,0.614050398,9166,9,0,1,0,1
"3805",1,0.038719429,47,0,1873,5400,8,0,1,0,0
"3806",1,0.9999999,55,1,0.326849037,4934,2,0,1,1,2
"3811",1,0.268245741,44,0,0.40412767,8333,12,0,2,0,2
"3817",1,0.135841666,42,0,0.323894853,11830,9,0,2,0,2
"3825",1,0.027703404,57,1,0.480207917,2500,10,0,1,0,0
"3827",1,0.012041033,60,0,0.206497969,3200,8,0,0,0,0
"3829",1,0.9999999,37,0,0.028747604,12000,1,1,0,0,1
"3830",1,0.01395715,45,0,0.142800737,7597,14,0,2,0,0
"3832",1,0.996780645,50,0,0.279170861,21853,9,0,2,0,4
"3834",1,0.106919284,59,0,57,5400,5,0,0,0,0
"3836",1,0.149935484,34,0,0.473755965,4400,12,0,2,0,3
"3846",1,0.205643817,35,0,0.371541502,7083,3,0,1,0,1
"3847",1,0.9999999,21,0,56,5400,0,0,0,0,0
"3849",1,0.02953351,33,1,0.51026393,3750,19,0,1,0,0
"3854",0,0.71314741,55,1,866,5400,4,6,0,0,0
"3863",1,0.322633868,40,0,0.328698641,6400,3,0,1,0,2
"3865",1,0.322795341,55,1,23,5400,2,0,0,0,1
"3866",1,0.093953415,40,0,0.052471019,9833,6,0,0,1,2
"3870",1,0.976673526,44,0,0.195294713,11858,6,0,0,0,6
"3874",1,0.045909079,34,0,0.558007923,5300,10,0,1,0,1
"3877",1,0.174186625,33,0,0.345226615,10369,5,0,1,0,1
"3882",0,0.517741129,62,1,0.130744088,5200,3,0,0,0,0
"3883",1,0.000794851,54,0,0.114221445,4000,10,0,0,0,1
"3884",1,0.778959395,29,0,0.687366167,1400,11,0,0,0,0
"3886",1,0.147271094,45,0,0.611360239,6020,9,0,3,0,2
"3887",1,0.026349341,38,0,0.099127006,3550,11,0,0,0,0
"3888",1,0.572669837,62,5,0.317097317,10100,12,0,2,0,0
"3890",1,0.012541948,57,0,0.323419145,4000,7,0,1,0,0
"3895",1,0.428719813,43,0,0.031925185,3100,27,0,0,0,2
"3897",1,0.810879275,48,0,0.133116883,7083,11,0,0,0,0
"3898",1,0.482634152,40,2,0.125398119,13500,11,0,1,0,2
"3902",1,0.595526493,55,0,0.835332606,1833,11,0,1,0,0
"3904",1,0.9999999,33,0,0.446366782,2600,5,0,1,0,0
"3908",1,0.073212427,52,0,1667,5400,8,0,1,0,1
"3909",1,0.009582535,36,0,0.140393239,2898,3,0,0,0,0
"3910",1,0.130158265,43,0,2628,5400,4,0,1,0,0
"3911",1,0.112560709,26,0,0.310725552,3169,6,0,0,0,0
"3916",1,0.076417737,56,0,0.479122622,7567,13,0,3,0,2
"3921",1,0.571214393,43,0,0.401554404,2701,3,0,1,0,0
"3936",0,0.9999999,56,0,0.016652789,1200,0,1,0,0,0
"3943",1,0.279030147,33,0,0.596565019,2852,6,0,1,0,0
"3944",1,0.9999999,34,0,0.075591319,4100,1,0,0,0,1
"3945",1,0.253170997,54,0,0.393468118,4500,10,0,2,0,0
"3947",0,0.9999999,53,0,0.250128403,7787,1,0,1,1,1
"3948",1,0.352709819,51,0,0.336153846,9099,12,0,1,0,0
"3949",1,0.511816273,48,0,1619,5400,8,0,1,0,0
"3951",1,0.18092044,38,0,0.595346301,5500,8,0,2,0,1
"3953",0,0.574322369,32,0,0.460269865,2000,8,0,0,0,1
"3954",1,0.144243533,65,0,0.593555992,12724,9,0,3,0,0
"3959",1,0.208967025,50,0,5213,5400,10,0,3,0,1
"3961",1,0.036083723,31,0,1948,5400,12,0,1,0,0
"3963",1,0.038540061,42,0,26,5400,3,0,0,0,0
"3965",1,0.805707937,46,0,0.248669569,6200,18,0,0,1,3
"3970",1,0.0027924,64,0,0.300628545,6522,8,0,2,0,0
"3971",0,0.756698193,47,4,0.650514374,10400,14,0,3,0,3
"3973",1,0.38225696,48,0,0.410747761,4800,11,0,1,0,1
"3975",1,0.263840425,59,1,1319,5400,14,0,0,0,0
"3977",1,0.9999999,37,0,0,10660,1,0,0,0,4
"3980",1,0.186762647,44,0,0.579385737,1920,5,0,1,0,4
"3982",1,0.343393987,30,0,1702,5400,10,0,1,0,0
"3984",1,0.220620588,55,0,0.419464008,10932,18,0,2,0,0
"3985",0,0.9999999,24,0,0,1100,0,0,0,0,0
"3987",0,0.467810012,48,0,0.457134202,3300,8,0,1,0,0
"3988",1,0.293754864,47,0,1978,5400,12,0,1,0,2
"3989",1,0.853229105,52,1,0.796456473,7167,21,0,3,0,0
"3993",1,0.847263192,31,0,0.204318273,2500,12,0,0,0,0
"3997",1,0.153605948,54,0,0.069329132,16500,10,0,2,0,3
"4002",1,0.245471687,41,2,0.519548045,10000,14,0,1,0,3
"4004",1,0.086996244,58,1,0.006096074,4100,3,0,0,0,0
"4008",1,0.289769946,51,0,0.842370744,5550,25,0,1,0,2
"4009",1,0.618248371,39,0,0.086844736,7000,6,0,0,0,2
"4012",1,0.027491519,57,0,0.335115335,10100,11,0,3,0,3
"4017",1,2.78e-05,53,0,0.278459441,5867,6,0,1,0,3
"4018",1,0.072836323,47,0,0.327822581,2479,9,0,0,0,2
"4020",1,0.547093227,49,1,0.462174941,5075,9,0,1,0,2
"4023",1,0.531407105,39,0,0.724809261,3800,15,0,1,0,1
"4024",1,0.041630642,57,0,0.205279472,10000,11,0,2,0,0
"4036",1,0.229180546,22,0,10,5400,2,0,0,0,0
"4037",0,0.317477953,45,2,0.069594035,7241,11,0,0,0,0
"4041",1,0.9999999,41,0,0.406351073,3400,5,1,1,0,3
"4043",1,0.9999999,31,0,0.351742275,1520,5,0,0,0,2
"4047",1,0.019088677,61,0,0.122559756,10500,9,0,1,0,0
"4048",1,0.208655492,64,0,0.293658403,7300,8,0,2,0,1
"4050",1,0.264030988,64,0,0.855487389,4400,7,0,2,0,0
"4053",1,0.32643663,58,0,0.26289841,14400,10,0,3,0,0
"4058",1,0.119161938,59,0,813,5400,5,0,1,0,2
"4061",1,0.747743006,44,0,0.351754386,9119,5,0,2,0,5
"4074",0,0.699471504,49,3,0.049985718,3500,4,2,0,0,2
"4075",1,0.2069223,53,0,3428,0,7,0,2,0,1
"4076",1,0.9999999,53,0,0.472260341,5100,5,0,1,1,2
"4077",1,0.179056117,65,0,1.572674419,1031,12,0,1,0,0
"4080",1,0.9999999,42,0,0.038493584,6000,1,0,0,0,0
"4083",1,0.544887106,34,0,0.780870807,1400,8,0,0,0,0
"4089",0,0.9999999,27,0,0.101299567,3000,3,3,0,0,1
"4091",1,0.134609918,52,0,0.453318745,2741,23,0,1,0,0
"4095",1,0.890125989,46,0,0.252974703,10000,3,0,2,0,3
"4097",1,0.492262577,43,0,0.355824264,12404,13,0,1,0,4
"4099",1,0.157760249,32,0,1.025867137,1700,7,0,1,0,1
"4100",1,0.268726952,34,0,0.357919715,5056,5,0,2,0,0
"4104",1,0.816749485,61,0,0.211243992,8946,4,0,1,0,1
"4105",1,0.105145758,62,0,0.010664297,4500,8,0,0,0,0
"4107",1,0.055944056,22,0,1,0,1,0,0,0,0
"4110",1,0.074872678,63,0,0.175487465,14000,11,0,1,0,0
"4112",1,0.014187457,48,0,0.316725979,34000,9,0,4,0,2
"4115",1,0.9999999,26,0,0.129429317,2680,1,0,0,0,0
"4116",1,0.330179608,59,0,0.554445554,1000,6,0,0,0,0
"4117",1,0.091680994,58,0,0.150707692,16249,11,0,1,0,0
"4119",0,0.9999999,38,0,693,5400,3,8,0,0,0
"4120",1,0.002560578,57,0,0.04458357,5270,4,0,0,0,0
"4133",1,0.392200181,43,0,0.151169766,3333,3,0,0,0,3
"4140",1,0.038443034,64,0,0.383156803,13500,12,0,2,0,1
"4144",1,0.5291814,58,0,0.13167035,3166,9,0,0,0,0
"4150",1,0.516438611,36,0,0.162408354,4500,7,0,0,0,2
"4152",1,0.18910676,64,0,2097,5400,13,0,2,0,0
"4163",1,0.499651244,32,0,0.125349487,4291,6,0,0,0,0
"4164",1,0.052625377,54,0,0.631905408,10317,16,0,4,0,0
"4166",1,0.042353984,56,0,0.33295838,8000,18,0,1,0,2
"4171",1,0.9999999,46,0,0.165834166,1000,2,2,0,0,0
"4180",1,0.9999999,34,0,0.403844017,9000,3,0,1,0,0
"4183",1,0.293848654,51,0,0.660267946,5000,12,0,1,0,0
"4184",1,0.9999999,40,0,0.207130125,8414,3,0,2,0,0
"4191",1,0.00695993,51,0,0.470493418,11166,14,0,2,0,2
"4192",1,0.169880861,46,0,0.189084575,5166,11,0,1,0,2
"4198",1,0.9999999,35,1,0.331213085,2200,3,0,1,0,0
"4210",1,0.256031298,41,0,2027,5400,12,0,2,0,0
"4224",1,0.576917583,54,2,0.506075334,6583,7,1,1,0,1
"4232",1,0.9999999,44,0,0.734273956,1700,4,0,1,0,4
"4235",1,0.9999999,48,3,0.196845146,4500,3,0,0,0,4
"4236",1,0.070110701,56,0,0.410285714,5249,8,0,1,0,0
"4237",1,0.900521599,46,0,0.637368074,6063,9,0,1,0,0
"4240",1,0.042404971,60,0,0.01059894,10000,9,0,0,0,0
"4242",1,0.478690823,50,0,0.707860064,2200,13,0,1,0,2
"4244",1,0.074355797,36,0,149.4230769,25,8,0,2,0,0
"4247",1,8.26e-05,40,0,0.245719285,8000,9,0,1,0,0
"4248",1,0.704338908,28,0,0.713254999,4850,12,0,1,0,1
"4252",1,0.216164844,63,0,0.259771705,2890,11,1,0,0,0
"4253",1,0.313236722,54,0,0.85850902,4600,15,0,2,0,0
"4254",1,0.303080099,40,0,0.241652518,5300,11,0,0,0,1
"4266",1,0.073546323,54,0,0.291309058,12000,9,0,1,0,1
"4269",1,0.196835894,53,0,4136,5400,15,0,3,0,4
